,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,brand,model
271,Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,BMW,X3
272,Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,Hyundai,i10
273,Pune,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,Toyota,Innova
274,Mumbai,2002,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,Maruti,Zen
275,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,Maruti,Swift
276,Pune,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,Mahindra,Scorpio
277,Pune,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,Tata,Zest
278,Mumbai,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,Ford,EcoSport
279,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift
280,Kochi,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto
281,Jaipur,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
282,Kochi,2018,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,Audi,Q7
283,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,Skoda,Laura
284,Kochi,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,Hyundai,Verna
285,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,Honda,City
286,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,Hyundai,i20
287,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,Hyundai,i20
288,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,Volkswagen,Vento
289,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,Honda,City
290,Pune,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,Tata,Zest
291,Pune,2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,BMW,5
292,Delhi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,Maruti,Wagon
293,Delhi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,Honda,Jazz
294,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,Volkswagen,Jetta
295,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
296,Kochi,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,Mercedes-Benz,New
297,Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
298,Chennai,2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,Toyota,Innova
299,Kochi,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,Audi,A6
300,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,Toyota,Innova
301,Mumbai,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,Volkswagen,Polo
302,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,Maruti,Alto
303,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,Honda,City
304,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,Tata,Indigo
305,Kochi,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,Audi,A6
306,Delhi,2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,Mercedes-Benz,GLA
307,Chennai,2006,58000,Petrol,Manual,Second,0.0,1086.0,67.04,5.0,Hyundai,Santro
308,Kolkata,2011,60020,Diesel,Manual,First,17.8,1248.0,67.04,5.0,Maruti,Swift
309,Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,Maruti,Celerio
310,Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,Mercedes-Benz,GLE
311,Delhi,2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,Land,Rover
312,Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,Volkswagen,Vento
313,Hyderabad,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,Maruti,Omni
314,Kochi,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,Honda,Brio
315,Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,Tata,Sumo
316,Pune,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,Tata,Indica
317,Delhi,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon
318,Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
319,Pune,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,Tata,Indigo
320,Mumbai,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,Maruti,Ertiga
321,Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,Honda,Accord
322,Kolkata,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift
323,Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,Ford,Fiesta
324,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,Honda,City
325,Kochi,2014,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,Audi,A6
326,Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,BMW,6
327,Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,Audi,Q7
329,Pune,2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,Hyundai,i20
330,Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,Hyundai,i10
331,Kochi,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,Honda,Jazz
332,Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,Maruti,Swift
333,Pune,2011,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,Hyundai,i20
334,Kolkata,2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,Volkswagen,Polo
335,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto
336,Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,Toyota,Corolla
337,Chennai,2006,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,Maruti,Alto
338,Pune,2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,Tata,Manza
339,Pune,2012,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto
340,Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,Skoda,Octavia
341,Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,Toyota,Corolla
342,Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
343,Chennai,2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara
344,Delhi,2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
345,Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,Tata,Indica
346,Kolkata,2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,Honda,Amaze
347,Coimbatore,2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
348,Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,BMW,3
349,Bangalore,2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,Hyundai,Verna
350,Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,Tata,Manza
351,Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,Skoda,Octavia
352,Pune,2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,Maruti,Alto
353,Mumbai,2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
354,Kolkata,2011,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,Chevrolet,Spark
355,Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,Jaguar,XF
356,Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,Honda,CR-V
357,Kochi,2019,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,Skoda,Superb
358,Chennai,2009,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
359,Delhi,2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift
360,Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,Maruti,Swift
361,Chennai,2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,Nissan,Micra
362,Mumbai,2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift
363,Pune,2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,Ford,Fiesta
364,Kolkata,2003,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,Maruti,Zen
365,Pune,2017,8350,Petrol,Manual,First,13.8,1998.0,192.0,5.0,Mini,Clubman
366,Kolkata,2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,Toyota,Etios
367,Kolkata,2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,Maruti,Alto
368,Bangalore,2011,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,Maruti,Alto
369,Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,BMW,X5
370,Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,Nissan,Teana
371,Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
372,Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara
373,Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,Audi,Q7
374,Chennai,2015,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,Mercedes-Benz,GLA
375,Chennai,2007,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,Maruti,800
376,Chennai,2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,Renault,Duster
377,Mumbai,2017,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,Toyota,Corolla
378,Chennai,2014,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,Mercedes-Benz,New
379,Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,Maruti,Ritz
380,Kochi,2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,Honda,BRV
381,Kochi,2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,Hyundai,Xcent
382,Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,Mercedes-Benz,E-Class
383,Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,Mercedes-Benz,B
384,Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,Mercedes-Benz,E-Class
385,Mumbai,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,Honda,City
386,Hyderabad,2007,50958,Petrol,Manual,First,17.0,1086.0,118.0,5.0,Hyundai,Santro
387,Chennai,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
388,Pune,2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,Hyundai,Verna
389,Mumbai,2017,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,Jaguar,XE
390,Delhi,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze
391,Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,Mini,Cooper
392,Coimbatore,2017,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,Mercedes-Benz,S
393,Chennai,2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
394,Kolkata,2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,Maruti,Wagon
395,Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,Maruti,Ritz
396,Chennai,2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,BMW,3
397,Pune,2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,Tata,Xenon
398,Chennai,2014,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,Audi,A3
399,Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,Land,Rover
400,Pune,2010,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,Mercedes-Benz,GL-Class
401,Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,Mitsubishi,Pajero
402,Jaipur,2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto
403,Pune,2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,Maruti,Wagon
404,Coimbatore,2017,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,Land,Rover
405,Pune,2011,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,Hyundai,Verna
406,Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,BMW,5
407,Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,Jaguar,XF
408,Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,Skoda,Superb
409,Kochi,2017,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,Audi,Q3
410,Coimbatore,2014,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,Land,Rover
411,Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,Mercedes-Benz,New
412,Kochi,2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,Mahindra,Scorpio
413,Mumbai,2015,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,BMW,3
414,Pune,2017,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,Honda,BR-V
415,Chennai,2010,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,Volvo,S80
416,Pune,2005,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,Hyundai,Accent
417,Jaipur,2017,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,Hyundai,i20
418,Coimbatore,2018,22397,Petrol,Automatic,First,11.5,2996.0,367.0,5.0,Mercedes-Benz,GLC
419,Kolkata,2015,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,Hyundai,EON
420,Kochi,2018,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand
421,Mumbai,2013,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,Honda,City
422,Kolkata,2010,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,Volkswagen,Polo
423,Mumbai,2016,47000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,Audi,A6
424,Hyderabad,2010,42021,Diesel,Manual,First,0.0,1968.0,121.3,5.0,Volkswagen,Jetta
425,Coimbatore,2017,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,Hyundai,Creta
426,Mumbai,2011,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,Mercedes-Benz,New
427,Mumbai,2014,11900,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,Mini,Cooper
428,Pune,2006,108000,Petrol,Manual,Second,17.0,1086.0,67.04,5.0,Hyundai,Santro
429,Bangalore,2013,37000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,Toyota,Etios
430,Delhi,2014,30000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,Honda,Brio
431,Coimbatore,2018,12831,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,Maruti,Baleno
432,Coimbatore,2012,143017,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,Skoda,Laura
433,Kochi,2018,13102,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
434,Coimbatore,2019,24950,Diesel,Manual,First,20.37,1461.0,108.45,5.0,Renault,Captur
435,Coimbatore,2011,57832,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,BMW,5
436,Kochi,2016,34267,Petrol,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto
437,Bangalore,2015,33000,Diesel,Automatic,Second,16.8,1984.0,150.0,5.0,Volvo,V40
438,Ahmedabad,2007,55100,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon
439,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,Honda,City
441,Kolkata,2014,15000,Petrol,Manual,First,13.7,1399.0,98.79,8.0,Chevrolet,Enjoy
442,Coimbatore,2016,82756,Diesel,Manual,First,15.96,2523.0,62.1,7.0,Mahindra,Bolero
443,Coimbatore,2012,50243,Petrol,Manual,First,0.0,1086.0,55.2,5.0,Hyundai,Santro
444,Hyderabad,2014,20600,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
445,Coimbatore,2017,29952,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,Hyundai,Creta
446,Mumbai,2017,15000,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,Volkswagen,Vento
447,Pune,2008,61938,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,Honda,Civic
448,Hyderabad,2014,67000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,Tata,Indica
449,Kochi,2013,61672,Diesel,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
450,Coimbatore,2017,26185,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
451,Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,Audi,Q5
452,Chennai,2011,67000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,Maruti,Ritz
453,Chennai,2010,66000,Petrol,Manual,Second,13.17,1999.0,114.0,5.0,Mitsubishi,Cedia
454,Hyderabad,2015,80883,Diesel,Manual,First,12.8,2494.0,102.0,7.0,Toyota,Innova
455,Hyderabad,2016,80219,Diesel,Manual,First,27.62,793.0,47.0,5.0,Maruti,Celerio
456,Delhi,2018,12923,Diesel,Manual,First,25.1,1248.0,88.5,5.0,Maruti,S-Cross
457,Coimbatore,2016,86642,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,Audi,Q3
458,Bangalore,2016,19235,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,BMW,3
459,Coimbatore,2016,51002,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,Audi,Q7
460,Pune,2016,6800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
461,Hyderabad,2012,82749,Diesel,Manual,First,19.01,1461.0,108.45,5.0,Renault,Duster
462,Pune,2016,51000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,Hyundai,Xcent
463,Delhi,2014,31465,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
464,Hyderabad,2013,76476,Petrol,Manual,First,16.47,1198.0,73.9,5.0,Volkswagen,Polo
465,Kolkata,2017,14000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand
466,Ahmedabad,2013,47000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,Tata,Manza
467,Kolkata,2011,48466,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
468,Bangalore,2008,46000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,Hyundai,Santro
469,Hyderabad,2012,162663,Diesel,Manual,First,12.99,2494.0,100.0,7.0,Toyota,Innova
470,Coimbatore,2017,25142,Diesel,Manual,First,28.09,1248.0,88.5,5.0,Maruti,Ciaz
471,Delhi,2013,69000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,Toyota,Fortuner
472,Chennai,2009,80524,Petrol,Manual,Second,15.3,1596.0,191.34,5.0,Ford,Fiesta
473,Kochi,2018,26405,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,Mercedes-Benz,E-Class
474,Chennai,2014,45000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,Mercedes-Benz,New
475,Kolkata,2012,64284,Diesel,Manual,First,17.72,1968.0,108.49,5.0,Skoda,Yeti
476,Delhi,2015,27000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
477,Hyderabad,2018,3678,Petrol,Manual,First,18.16,1196.0,86.8,5.0,Ford,Figo
478,Mumbai,2013,21000,Petrol,Manual,First,16.8,1395.0,138.02,5.0,Skoda,Octavia
479,Mumbai,2015,67000,Diesel,Manual,Second,19.87,1461.0,83.8,5.0,Renault,Duster
480,Delhi,2015,24000,Diesel,Automatic,Second,15.68,1999.0,177.0,5.0,Land,Rover
481,Chennai,2011,75000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,Ford,Figo
482,Hyderabad,2008,179000,Diesel,Automatic,Second,12.8,2953.0,156.0,7.0,Ford,Endeavour
483,Coimbatore,2017,47198,Diesel,Manual,First,12.55,2982.0,168.5,7.0,Toyota,Fortuner
484,Kolkata,2012,52000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo
485,Jaipur,2011,91000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,Maruti,Ritz
486,Pune,2013,60000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,Nissan,Micra
487,Kolkata,2013,37873,Diesel,Manual,First,22.32,1582.0,126.32,5.0,Hyundai,Verna
488,Kolkata,2011,31000,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,BMW,5
489,Pune,2017,129000,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,Mercedes-Benz,GLS
490,Hyderabad,2004,78000,Petrol,Automatic,First,12.0,2354.0,187.4,5.0,Honda,CR-V
491,Bangalore,2016,32000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,Hyundai,Creta
492,Jaipur,2010,59000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,Hyundai,i10
493,Kochi,2016,35437,Diesel,Automatic,First,20.0,2143.0,136.0,5.0,Mercedes-Benz,A
494,Jaipur,2014,98000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,Maruti,Ertiga
495,Chennai,2006,72000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,Skoda,Octavia
496,Pune,2015,79000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze
497,Chennai,2004,29000,Petrol,Manual,First,17.3,993.0,60.0,5.0,Maruti,Zen
498,Kochi,2013,66012,Petrol,Manual,First,15.5,1586.0,103.3,5.0,Maruti,SX4
499,Mumbai,2014,35000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,Honda,Brio
500,Ahmedabad,2011,75000,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon
501,Mumbai,2008,80000,Petrol,Automatic,Second,12.1,2362.0,164.7,5.0,Toyota,Camry
502,Kochi,2012,32717,Petrol,Manual,First,18.6,1199.0,79.4,5.0,Chevrolet,Beat
503,Delhi,2017,25000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,Toyota,Fortuner
504,Mumbai,2014,79000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
505,Hyderabad,2010,86000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,Maruti,Swift
506,Pune,2010,137000,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,Mercedes-Benz,S
507,Mumbai,2015,25000,Petrol,Manual,Second,17.3,1497.0,117.3,7.0,Honda,Mobilio
508,Mumbai,2017,8500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,Hyundai,Grand
509,Bangalore,2015,34000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
510,Pune,2012,41629,Petrol,Manual,Second,14.83,1598.0,105.0,5.0,Skoda,Fabia
511,Hyderabad,2009,80227,Petrol,Manual,First,17.92,1086.0,62.1,5.0,Hyundai,Santro
512,Kochi,2019,8587,Petrol,Manual,First,15.29,1591.0,121.3,5.0,Hyundai,Creta
513,Delhi,2017,30000,Diesel,Manual,First,15.4,1997.0,120.0,7.0,Mahindra,Scorpio
514,Pune,2013,64186,Diesel,Manual,First,20.5,1598.0,103.5,5.0,Skoda,Rapid
515,Coimbatore,2015,76427,Diesel,Manual,First,19.01,1461.0,108.45,5.0,Renault,Duster
516,Hyderabad,2011,75000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,BMW,X5
517,Coimbatore,2013,27075,Petrol,Manual,First,17.6,1496.0,88.73,5.0,Toyota,Etios
518,Ahmedabad,2012,30000,Petrol,Manual,First,22.5,998.0,67.04,5.0,Maruti,Wagon
519,Chennai,2016,69434,Petrol,Manual,First,15.8,1591.0,121.3,5.0,Hyundai,Creta
520,Jaipur,2014,56000,Petrol,Manual,First,23.1,998.0,67.04,5.0,Maruti,Celerio
521,Coimbatore,2017,49275,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,Land,Rover
522,Pune,2014,8700,Petrol,Manual,First,18.6,1199.0,76.8,5.0,Chevrolet,Beat
523,Ahmedabad,2014,18000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,Tata,Nano
524,Coimbatore,2017,41041,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,Audi,A6
525,Kochi,2009,80464,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,Mercedes-Benz,E-Class
526,Kochi,2019,20667,Petrol,Manual,First,22.0,1197.0,81.8,5.0,Maruti,Swift
527,Coimbatore,2013,60283,Petrol,Manual,First,14.6,1368.0,112.0,5.0,Fiat,Linea
528,Kochi,2017,31696,Petrol,Manual,First,20.4,1197.0,81.8,5.0,Maruti,Swift
529,Hyderabad,2010,100000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,Toyota,Fortuner
530,Mumbai,2014,13361,Petrol,Manual,First,16.02,1373.0,93.7,7.0,Maruti,Ertiga
531,Coimbatore,2010,48394,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,BMW,3
532,Jaipur,2014,47399,Petrol,Manual,First,16.02,1373.0,93.7,7.0,Maruti,Ertiga
533,Mumbai,2010,69000,Petrol,Automatic,Second,16.8,1497.0,118.0,5.0,Honda,City
534,Coimbatore,2013,65278,Diesel,Manual,First,14.66,2199.0,194.3,7.0,Hyundai,Santa
535,Jaipur,2005,108000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,Tata,Indigo
536,Kolkata,2010,50645,Petrol,Automatic,Second,10.93,2497.0,204.0,5.0,Mercedes-Benz,E-Class
537,Hyderabad,2011,130002,Diesel,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift
538,Hyderabad,2012,107000,Diesel,Manual,First,17.8,1399.0,67.0,5.0,Ford,Fiesta
539,Coimbatore,2015,41950,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,Honda,City
540,Delhi,2012,109000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,Toyota,Fortuner
541,Mumbai,2016,9000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze
542,Delhi,2014,43900,Diesel,Manual,First,22.54,1396.0,88.73,5.0,Hyundai,i20
