,title,tags
30,Spider-Man 2,"['action', 'adventure', 'fantasy', 'dual identity', ""love of one's life"", 'pizza boy', 'marvel comic', 'sequel', 'superhero', 'doctor', 'scientist', 'tentacle', 'death', 'super villain', 'Peter', 'Parker', 'is', 'going', 'through', 'a', 'major', 'identity', 'crisis.', 'Burned', 'out', 'from', 'being', 'Spider-Man,', 'he', 'decides', 'to', 'shelve', 'his', 'superhero', 'alter', 'ego,', 'which', 'leaves', 'the', 'city', 'suffering', 'in', 'the', 'wake', 'of', 'carnage', 'left', 'by', 'the', 'evil', 'Doc', 'Ock.', 'In', 'the', 'meantime,', 'Parker', 'still', ""can't"", 'act', 'on', 'his', 'feelings', 'for', 'Mary', 'Jane', 'Watson,', 'a', 'girl', ""he's"", 'loved', 'since', 'childhood.', 'tobeymaguire', 'kirstendunst', 'jamesfranco', 'samraimi']"
31,Iron Man 3,"['action', 'adventure', 'sciencefiction', 'terrorist', 'war on terror', 'tennessee', 'malibu', 'marvel comic', 'superhero', 'based on comic book', 'tony stark', 'iron man', 'aftercreditsstinger', 'marvel cinematic universe', 'mandarin', '3d', 'war machine', 'iron patriot', 'extremis', 'When', 'Tony', ""Stark's"", 'world', 'is', 'torn', 'apart', 'by', 'a', 'formidable', 'terrorist', 'called', 'the', 'Mandarin,', 'he', 'starts', 'an', 'odyssey', 'of', 'rebuilding', 'and', 'retribution.', 'robertdowneyjr.', 'gwynethpaltrow', 'doncheadle', 'shaneblack']"
32,Alice in Wonderland,"['family', 'fantasy', 'adventure', 'based on novel', 'fictional place', 'queen', 'fantasy', 'alice in wonderland', 'fantasy world', '3d', 'Alice,', 'an', 'unpretentious', 'and', 'individual', '19-year-old,', 'is', 'betrothed', 'to', 'a', 'dunce', 'of', 'an', 'English', 'nobleman.', 'At', 'her', 'engagement', 'party,', 'she', 'escapes', 'the', 'crowd', 'to', 'consider', 'whether', 'to', 'go', 'through', 'with', 'the', 'marriage', 'and', 'falls', 'down', 'a', 'hole', 'in', 'the', 'garden', 'after', 'spotting', 'an', 'unusual', 'rabbit.', 'Arriving', 'in', 'a', 'strange', 'and', 'surreal', 'place', 'called', ""'Underland,'"", 'she', 'finds', 'herself', 'in', 'a', 'world', 'that', 'resembles', 'the', 'nightmares', 'she', 'had', 'as', 'a', 'child,', 'filled', 'with', 'talking', 'animals,', 'villainous', 'queens', 'and', 'knights,', 'and', 'frumious', 'bandersnatches.', 'Alice', 'realizes', 'that', 'she', 'is', 'there', 'for', 'a', 'reason', '–', 'to', 'conquer', 'the', 'horrific', 'Jabberwocky', 'and', 'restore', 'the', 'rightful', 'queen', 'to', 'her', 'throne.', 'miawasikowska', 'johnnydepp', 'annehathaway', 'timburton']"
33,X-Men: The Last Stand,"['adventure', 'action', 'sciencefiction', 'thriller', 'mutant', 'marvel comic', 'based on comic book', 'superhuman', 'beast', 'cyclops', 'aftercreditsstinger', 'When', 'a', 'cure', 'is', 'found', 'to', 'treat', 'mutations,', 'lines', 'are', 'drawn', 'amongst', 'the', 'X-Men', 'and', 'The', 'Brotherhood,', 'a', 'band', 'of', 'powerful', 'mutants', 'organized', 'under', ""Xavier's"", 'former', 'ally,', 'Magneto.', 'hughjackman', 'halleberry', 'ianmckellen', 'brettratner']"
34,Monsters University,"['animation', 'family', 'monster', 'dormitory', 'games', 'animation', 'best friend', 'university', 'scary', 'aftercreditsstinger', 'A', 'look', 'at', 'the', 'relationship', 'between', 'Mike', 'and', 'Sulley', 'during', 'their', 'days', 'at', 'Monsters', 'University', '—', 'when', 'they', ""weren't"", 'necessarily', 'the', 'best', 'of', 'friends.', 'billycrystal', 'johngoodman', 'stevebuscemi', 'danscanlon']"
35,Transformers: Revenge of the Fallen,"['sciencefiction', 'action', 'adventure', 'egypt', 'sun', 'chaos', 'symbol', 'artifact', 'transformers', 'tank', 'robot', 'imax', 'duringcreditsstinger', 'Sam', 'Witwicky', 'leaves', 'the', 'Autobots', 'behind', 'for', 'a', 'normal', 'life.', 'But', 'when', 'his', 'mind', 'is', 'filled', 'with', 'cryptic', 'symbols,', 'the', 'Decepticons', 'target', 'him', 'and', 'he', 'is', 'dragged', 'back', 'into', 'the', ""Transformers'"", 'war.', 'shialabeouf', 'meganfox', 'joshduhamel', 'michaelbay']"
36,Transformers: Age of Extinction,"['sciencefiction', 'action', 'adventure', 'sequel', 'alien', 'transformers', 'giant robot', 'robot', 'imax', 'transforming robot', 'As', 'humanity', 'picks', 'up', 'the', 'pieces,', 'following', 'the', 'conclusion', 'of', '""Transformers:', 'Dark', 'of', 'the', 'Moon,""', 'Autobots', 'and', 'Decepticons', 'have', 'all', 'but', 'vanished', 'from', 'the', 'face', 'of', 'the', 'planet.', 'However,', 'a', 'group', 'of', 'powerful,', 'ingenious', 'businessman', 'and', 'scientists', 'attempt', 'to', 'learn', 'from', 'past', 'Transformer', 'incursions', 'and', 'push', 'the', 'boundaries', 'of', 'technology', 'beyond', 'what', 'they', 'can', 'control', '-', 'all', 'while', 'an', 'ancient,', 'powerful', 'Transformer', 'menace', 'sets', 'Earth', 'in', 'his', 'cross-hairs.', 'markwahlberg', 'stanleytucci', 'kelseygrammer', 'michaelbay']"
37,Oz: The Great and Powerful,"['fantasy', 'adventure', 'family', 'circus', 'witch', 'magic', 'hope', 'illusion', 'lost', 'magic trick', 'wizard', '3d', 'Oscar', 'Diggs,', 'a', 'small-time', 'circus', 'illusionist', 'and', 'con-artist,', 'is', 'whisked', 'from', 'Kansas', 'to', 'the', 'Land', 'of', 'Oz', 'where', 'the', 'inhabitants', 'assume', ""he's"", 'the', 'great', 'wizard', 'of', 'prophecy,', 'there', 'to', 'save', 'Oz', 'from', 'the', 'clutches', 'of', 'evil.', 'jamesfranco', 'milakunis', 'rachelweisz', 'samraimi']"
38,The Amazing Spider-Man 2,"['action', 'adventure', 'fantasy', 'obsession', 'marvel comic', 'sequel', 'based on comic book', 'electrocution', 'medical experiment', 'electricity', 'super powers', 'For', 'Peter', 'Parker,', 'life', 'is', 'busy.', 'Between', 'taking', 'out', 'the', 'bad', 'guys', 'as', 'Spider-Man', 'and', 'spending', 'time', 'with', 'the', 'person', 'he', 'loves,', 'Gwen', 'Stacy,', 'high', 'school', 'graduation', 'cannot', 'come', 'quickly', 'enough.', 'Peter', 'has', 'not', 'forgotten', 'about', 'the', 'promise', 'he', 'made', 'to', 'Gwen’s', 'father', 'to', 'protect', 'her', 'by', 'staying', 'away,', 'but', 'that', 'is', 'a', 'promise', 'he', 'cannot', 'keep.', 'Things', 'will', 'change', 'for', 'Peter', 'when', 'a', 'new', 'villain,', 'Electro,', 'emerges,', 'an', 'old', 'friend,', 'Harry', 'Osborn,', 'returns,', 'and', 'Peter', 'uncovers', 'new', 'clues', 'about', 'his', 'past.', 'andrewgarfield', 'emmastone', 'jamiefoxx', 'marcwebb']"
39,TRON: Legacy,"['adventure', 'action', 'sciencefiction', 'artificial intelligence', 'secret identity', 'computer program', 'dystopia', 'computer', 'deception', 'duel', 'motorcycle', 'neon light', 'autocracy', 'Sam', 'Flynn,', 'the', 'tech-savvy', 'and', 'daring', 'son', 'of', 'Kevin', 'Flynn,', 'investigates', 'his', ""father's"", 'disappearance', 'and', 'is', 'pulled', 'into', 'The', 'Grid.', 'With', 'the', 'help', 'of', 'a', 'mysterious', 'program', 'named', 'Quorra,', 'Sam', 'quests', 'to', 'stop', 'evil', 'dictator', 'Clu', 'from', 'crossing', 'into', 'the', 'real', 'world.', 'garretthedlund', 'jeffbridges', 'oliviawilde', 'josephkosinski']"
40,Cars 2,"['animation', 'family', 'adventure', 'comedy', 'car race', 'sequel', 'comedy', 'anthropomorphism', 'best friend', 'duringcreditsstinger', 'Star', 'race', 'car', 'Lightning', 'McQueen', 'and', 'his', 'pal', 'Mater', 'head', 'overseas', 'to', 'compete', 'in', 'the', 'World', 'Grand', 'Prix', 'race.', 'But', 'the', 'road', 'to', 'the', 'championship', 'becomes', 'rocky', 'as', 'Mater', 'gets', 'caught', 'up', 'in', 'an', 'intriguing', 'adventure', 'of', 'his', 'own:', 'international', 'espionage.', 'owenwilson', 'larrythecableguy', 'michaelcaine', 'johnlasseter', 'bradlewis']"
41,Green Lantern,"['adventure', 'action', 'thriller', 'sciencefiction', 'dc comics', 'transformation', 'superhero', 'alien', 'alien infection', 'magical object', 'protector', 'super powers', 'origin', '3d', 'For', 'centuries,', 'a', 'small', 'but', 'powerful', 'force', 'of', 'warriors', 'called', 'the', 'Green', 'Lantern', 'Corps', 'has', 'sworn', 'to', 'keep', 'intergalactic', 'order.', 'Each', 'Green', 'Lantern', 'wears', 'a', 'ring', 'that', 'grants', 'him', 'superpowers.', 'But', 'when', 'a', 'new', 'enemy', 'called', 'Parallax', 'threatens', 'to', 'destroy', 'the', 'balance', 'of', 'power', 'in', 'the', 'Universe,', 'their', 'fate', 'and', 'the', 'fate', 'of', 'Earth', 'lie', 'in', 'the', 'hands', 'of', 'the', 'first', 'human', 'ever', 'recruited.', 'ryanreynolds', 'blakelively', 'petersarsgaard', 'martincampbell']"
42,Toy Story 3,"['animation', 'family', 'comedy', 'hostage', 'college', 'toy', 'barbie', 'animation', 'escape', 'day care', 'teddy bear', 'duringcreditsstinger', 'toy comes to life', 'personification', 'inanimate objects coming to life', 'toy story', 'Woody,', 'Buzz,', 'and', 'the', 'rest', 'of', ""Andy's"", 'toys', ""haven't"", 'been', 'played', 'with', 'in', 'years.', 'With', 'Andy', 'about', 'to', 'go', 'to', 'college,', 'the', 'gang', 'find', 'themselves', 'accidentally', 'left', 'at', 'a', 'nefarious', 'day', 'care', 'center.', 'The', 'toys', 'must', 'band', 'together', 'to', 'escape', 'and', 'return', 'home', 'to', 'Andy.', 'tomhanks', 'timallen', 'nedbeatty', 'leeunkrich']"
43,Terminator Salvation,"['action', 'sciencefiction', 'thriller', 'saving the world', 'artificial intelligence', 'prophecy', 'san francisco', 'cyborg', 'killer robot', 'gas station', 'post-apocalyptic', 'dystopia', 'army', 'firearm', 'wartime', 'los angeles', 'All', 'grown', 'up', 'in', 'post-apocalyptic', '2018,', 'John', 'Connor', 'must', 'lead', 'the', 'resistance', 'of', 'humans', 'against', 'the', 'increasingly', 'dominating', 'militaristic', 'robots.', 'But', 'when', 'Marcus', 'Wright', 'appears,', 'his', 'existence', 'confuses', 'the', 'mission', 'as', 'Connor', 'tries', 'to', 'determine', 'whether', 'Wright', 'has', 'come', 'from', 'the', 'future', 'or', 'the', 'past', '--', 'and', 'whether', ""he's"", 'friend', 'or', 'foe.', 'christianbale', 'samworthington', 'antonyelchin', 'mcg']"
44,Furious 7,"['action', 'car race', 'speed', 'revenge', 'suspense', 'car', 'race', 'muscle car', 'Deckard', 'Shaw', 'seeks', 'revenge', 'against', 'Dominic', 'Toretto', 'and', 'his', 'family', 'for', 'his', 'comatose', 'brother.', 'vindiesel', 'paulwalker', 'dwaynejohnson', 'jameswan']"
45,World War Z,"['action', 'drama', 'horror', 'sciencefiction', 'thriller', 'dystopia', 'apocalypse', 'zombie', 'nuclear weapons', 'multiple perspectives', 'zombie apocalypse', 'Life', 'for', 'former', 'United', 'Nations', 'investigator', 'Gerry', 'Lane', 'and', 'his', 'family', 'seems', 'content.', 'Suddenly,', 'the', 'world', 'is', 'plagued', 'by', 'a', 'mysterious', 'infection', 'turning', 'whole', 'human', 'populations', 'into', 'rampaging', 'mindless', 'zombies.', 'After', 'barely', 'escaping', 'the', 'chaos,', 'Lane', 'is', 'persuaded', 'to', 'go', 'on', 'a', 'mission', 'to', 'investigate', 'this', 'disease.', 'What', 'follows', 'is', 'a', 'perilous', 'trek', 'around', 'the', 'world', 'where', 'Lane', 'must', 'brave', 'horrific', 'dangers', 'and', 'long', 'odds', 'to', 'find', 'answers', 'before', 'human', 'civilization', 'falls.', 'bradpitt', 'mireilleenos', 'abigailhargrove', 'marcforster']"
46,X-Men: Days of Future Past,"['action', 'adventure', 'fantasy', 'sciencefiction', '1970s', 'mutant', 'time travel', 'marvel comic', 'based on comic book', 'superhuman', 'storm', 'beast', 'aftercreditsstinger', 'changing the past or future', 'The', 'ultimate', 'X-Men', 'ensemble', 'fights', 'a', 'war', 'for', 'the', 'survival', 'of', 'the', 'species', 'across', 'two', 'time', 'periods', 'as', 'they', 'join', 'forces', 'with', 'their', 'younger', 'selves', 'in', 'an', 'epic', 'battle', 'that', 'must', 'change', 'the', 'past', '–', 'to', 'save', 'our', 'future.', 'hughjackman', 'jamesmcavoy', 'michaelfassbender', 'bryansinger']"
47,Star Trek Into Darkness,"['action', 'adventure', 'sciencefiction', 'spacecraft', 'friendship', 'sequel', 'futuristic', 'space', 'alien', 'imax', 'space opera', 'terrorist bombing', '3d', 'When', 'the', 'crew', 'of', 'the', 'Enterprise', 'is', 'called', 'back', 'home,', 'they', 'find', 'an', 'unstoppable', 'force', 'of', 'terror', 'from', 'within', 'their', 'own', 'organization', 'has', 'detonated', 'the', 'fleet', 'and', 'everything', 'it', 'stands', 'for,', 'leaving', 'our', 'world', 'in', 'a', 'state', 'of', 'crisis.', 'With', 'a', 'personal', 'score', 'to', 'settle,', 'Captain', 'Kirk', 'leads', 'a', 'manhunt', 'to', 'a', 'war-zone', 'world', 'to', 'capture', 'a', 'one', 'man', 'weapon', 'of', 'mass', 'destruction.', 'As', 'our', 'heroes', 'are', 'propelled', 'into', 'an', 'epic', 'chess', 'game', 'of', 'life', 'and', 'death,', 'love', 'will', 'be', 'challenged,', 'friendships', 'will', 'be', 'torn', 'apart,', 'and', 'sacrifices', 'must', 'be', 'made', 'for', 'the', 'only', 'family', 'Kirk', 'has', 'left:', 'his', 'crew.', 'chrispine', 'zacharyquinto', 'zoesaldana', 'j.j.abrams']"
48,Jack the Giant Slayer,"['action', 'family', 'fantasy', 'based on fairy tale', 'giant', 'The', 'story', 'of', 'an', 'ancient', 'war', 'that', 'is', 'reignited', 'when', 'a', 'young', 'farmhand', 'unwittingly', 'opens', 'a', 'gateway', 'between', 'our', 'world', 'and', 'a', 'fearsome', 'race', 'of', 'giants.', 'Unleashed', 'on', 'the', 'Earth', 'for', 'the', 'first', 'time', 'in', 'centuries,', 'the', 'giants', 'strive', 'to', 'reclaim', 'the', 'land', 'they', 'once', 'lost,', 'forcing', 'the', 'young', 'man,', 'Jack', 'into', 'the', 'battle', 'of', 'his', 'life', 'to', 'stop', 'them.', 'Fighting', 'for', 'a', 'kingdom,', 'its', 'people,', 'and', 'the', 'love', 'of', 'a', 'brave', 'princess,', 'he', 'comes', 'face', 'to', 'face', 'with', 'the', 'unstoppable', 'warriors', 'he', 'thought', 'only', 'existed', 'in', 'legend–and', 'gets', 'the', 'chance', 'to', 'become', 'a', 'legend', 'himself.', 'nicholashoult', 'eleanortomlinson', 'ewanmcgregor', 'bryansinger']"
49,The Great Gatsby,"['drama', 'romance', 'based on novel', 'infidelity', 'obsession', 'hope', '3d', 'An', 'adaptation', 'of', 'F.', 'Scott', ""Fitzgerald's"", 'Long', 'Island-set', 'novel,', 'where', 'Midwesterner', 'Nick', 'Carraway', 'is', 'lured', 'into', 'the', 'lavish', 'world', 'of', 'his', 'neighbor,', 'Jay', 'Gatsby.', 'Soon', 'enough,', 'however,', 'Carraway', 'will', 'see', 'through', 'the', 'cracks', 'of', ""Gatsby's"", 'nouveau', 'riche', 'existence,', 'where', 'obsession,', 'madness,', 'and', 'tragedy', 'await.', 'leonardodicaprio', 'tobeymaguire', 'careymulligan', 'bazluhrmann']"
50,Prince of Persia: The Sands of Time,"['adventure', 'fantasy', 'action', 'romance', 'persia', 'sandstorm', 'brother against brother', 'armageddon', 'regent', 'based on video game', 'A', 'rogue', 'prince', 'reluctantly', 'joins', 'forces', 'with', 'a', 'mysterious', 'princess', 'and', 'together,', 'they', 'race', 'against', 'dark', 'forces', 'to', 'safeguard', 'an', 'ancient', 'dagger', 'capable', 'of', 'releasing', 'the', 'Sands', 'of', 'Time', '–', 'gift', 'from', 'the', 'gods', 'that', 'can', 'reverse', 'time', 'and', 'allow', 'its', 'possessor', 'to', 'rule', 'the', 'world.', 'jakegyllenhaal', 'gemmaarterton', 'benkingsley', 'mikenewell']"
51,Pacific Rim,"['action', 'sciencefiction', 'adventure', 'dystopia', 'giant robot', 'giant monster', 'apocalypse', 'imax', 'duringcreditsstinger', '3d', 'When', 'legions', 'of', 'monstrous', 'creatures,', 'known', 'as', 'Kaiju,', 'started', 'rising', 'from', 'the', 'sea,', 'a', 'war', 'began', 'that', 'would', 'take', 'millions', 'of', 'lives', 'and', 'consume', ""humanity's"", 'resources', 'for', 'years', 'on', 'end.', 'To', 'combat', 'the', 'giant', 'Kaiju,', 'a', 'special', 'type', 'of', 'weapon', 'was', 'devised:', 'massive', 'robots,', 'called', 'Jaegers,', 'which', 'are', 'controlled', 'simultaneously', 'by', 'two', 'pilots', 'whose', 'minds', 'are', 'locked', 'in', 'a', 'neural', 'bridge.', 'But', 'even', 'the', 'Jaegers', 'are', 'proving', 'nearly', 'defenseless', 'in', 'the', 'face', 'of', 'the', 'relentless', 'Kaiju.', 'On', 'the', 'verge', 'of', 'defeat,', 'the', 'forces', 'defending', 'mankind', 'have', 'no', 'choice', 'but', 'to', 'turn', 'to', 'two', 'unlikely', 'heroes—a', 'washed-up', 'former', 'pilot', '(Charlie', 'Hunnam)', 'and', 'an', 'untested', 'trainee', '(Rinko', 'Kikuchi)—who', 'are', 'teamed', 'to', 'drive', 'a', 'legendary', 'but', 'seemingly', 'obsolete', 'Jaeger', 'from', 'the', 'past.', 'Together,', 'they', 'stand', 'as', ""mankind's"", 'last', 'hope', 'against', 'the', 'mounting', 'apocalypse.', 'idriselba', 'charliehunnam', 'charlieday', 'guillermodeltoro']"
52,Transformers: Dark of the Moon,"['action', 'sciencefiction', 'adventure', 'moon', 'spacecraft', 'traitor', 'bodyguard', 'alien planet', 'based on cartoon', 'transformers', 'giant robot', 'sabotage', 'word domination', 'commando', 'duringcreditsstinger', 'Sam', 'Witwicky', 'takes', 'his', 'first', 'tenuous', 'steps', 'into', 'adulthood', 'while', 'remaining', 'a', 'reluctant', 'human', 'ally', 'of', 'Autobot-leader', 'Optimus', 'Prime.', 'The', 'film', 'centers', 'around', 'the', 'space', 'race', 'between', 'the', 'USSR', 'and', 'the', 'USA,', 'suggesting', 'there', 'was', 'a', 'hidden', 'Transformers', 'role', 'in', 'it', 'all', 'that', 'remains', 'one', 'of', 'the', ""planet's"", 'most', 'dangerous', 'secrets.', 'shialabeouf', 'johnmalkovich', 'kenjeong', 'michaelbay']"
53,Indiana Jones and the Kingdom of the Crystal Skull,"['adventure', 'action', 'saving the world', 'riddle', 'whip', 'treasure', 'mexico city', 'leather jacket', 'machinegun', 'alien phenomenons', 'maya civilization', 'peru', 'treasure hunt', 'nuclear explosion', 'refrigerator', 'archaeologist', 'indiana jones', 'archeology\xa0', 'Set', 'during', 'the', 'Cold', 'War,', 'the', 'Soviets', '–', 'led', 'by', 'sword-wielding', 'Irina', 'Spalko', '–', 'are', 'in', 'search', 'of', 'a', 'crystal', 'skull', 'which', 'has', 'supernatural', 'powers', 'related', 'to', 'a', 'mystical', 'Lost', 'City', 'of', 'Gold.', 'After', 'being', 'captured', 'and', 'then', 'escaping', 'from', 'them,', 'Indy', 'is', 'coerced', 'to', 'head', 'to', 'Peru', 'at', 'the', 'behest', 'of', 'a', 'young', 'man', 'whose', 'friend', '–', 'and', ""Indy's"", 'colleague', '–', 'Professor', 'Oxley', 'has', 'been', 'captured', 'for', 'his', 'knowledge', 'of', 'the', ""skull's"", 'whereabouts.', 'harrisonford', 'cateblanchett', 'shialabeouf', 'stevenspielberg']"
54,The Good Dinosaur,"['adventure', 'animation', 'family', 'tyrannosaurus rex', 'friends', 'alternate history', 'dinosaur', 'fear', 'storm', 'nature', 'human', 'journey', 'An', 'epic', 'journey', 'into', 'the', 'world', 'of', 'dinosaurs', 'where', 'an', 'Apatosaurus', 'named', 'Arlo', 'makes', 'an', 'unlikely', 'human', 'friend.', 'raymondochoa', 'jackbright', 'jeffreywright', 'petersohn']"
55,Brave,"['animation', 'adventure', 'comedy', 'family', 'action', 'fantasy', 'scotland', 'rebel', 'bravery', 'kingdom', 'archer', 'wish', 'bear', 'scot', 'rebellious daughter', 'turns into animal', 'archery', 'ruins', 'aftercreditsstinger', 'peace offering', 'woman director', 'courage', '3d', 'Brave', 'is', 'set', 'in', 'the', 'mystical', 'Scottish', 'Highlands,', 'where', 'Mérida', 'is', 'the', 'princess', 'of', 'a', 'kingdom', 'ruled', 'by', 'King', 'Fergus', 'and', 'Queen', 'Elinor.', 'An', 'unruly', 'daughter', 'and', 'an', 'accomplished', 'archer,', 'Mérida', 'one', 'day', 'defies', 'a', 'sacred', 'custom', 'of', 'the', 'land', 'and', 'inadvertently', 'brings', 'turmoil', 'to', 'the', 'kingdom.', 'In', 'an', 'attempt', 'to', 'set', 'things', 'right,', 'Mérida', 'seeks', 'out', 'an', 'eccentric', 'old', 'Wise', 'Woman', 'and', 'is', 'granted', 'an', 'ill-fated', 'wish.', 'Also', 'figuring', 'into', 'Mérida’s', 'quest', '—', 'and', 'serving', 'as', 'comic', 'relief', '—', 'are', 'the', 'kingdom’s', 'three', 'lords:', 'the', 'enormous', 'Lord', 'MacGuffin,', 'the', 'surly', 'Lord', 'Macintosh,', 'and', 'the', 'disagreeable', 'Lord', 'Dingwall.', 'kellymacdonald', 'juliewalters', 'billyconnolly', 'brendachapman', 'markandrews', 'stevepurcell']"
